City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Vao,NC,2022-03-27 21:28:38,-22.6667,167.4833,76.66,69,27,17.43
294,Buraydah,SA,2022-03-27 21:28:38,26.326,43.975,61.25,25,0,9.82
295,Ilhabela,BR,2022-03-27 21:28:39,-23.7781,-45.3581,75.72,94,100,6.49
296,Ranchi,IN,2022-03-27 21:28:39,23.35,85.3333,75.31,43,6,0.0
297,Katobu,ID,2022-03-27 21:28:40,-4.9408,122.5276,73.78,94,84,0.47
298,Huntington,US,2022-03-27 21:25:03,38.4193,-82.4452,44.38,38,75,13.8
299,Tukrah,LY,2022-03-27 21:28:40,32.5341,20.5791,63.1,36,99,9.89
300,Apac,UG,2022-03-27 21:28:41,1.9756,32.5386,69.78,88,100,0.72
301,Octeville,FR,2022-03-27 21:28:41,49.6261,-1.6435,46.89,100,100,11.5
302,Hammerfest,NO,2022-03-27 21:28:42,70.6634,23.6821,14.45,73,0,6.91
303,Maracas,BR,2022-03-27 21:28:42,-13.4411,-40.4308,72.39,73,97,10.63
304,Moses Lake,US,2022-03-27 21:28:42,47.1301,-119.2781,70.16,30,0,6.91
305,Kruisfontein,ZA,2022-03-27 21:24:06,-34.0033,24.7314,63.88,88,100,5.53
306,Kawalu,ID,2022-03-27 21:28:43,-7.3817,108.2082,72.14,98,100,2.8
307,Wasilla,US,2022-03-27 21:28:43,61.5814,-149.4394,41.4,43,0,12.66
308,Barabai,ID,2022-03-27 21:28:44,-2.5833,115.3833,73.11,97,98,1.25
309,Lapua,FI,2022-03-27 21:28:44,62.9693,23.0088,29.08,99,100,4.56
310,Lavrentiya,RU,2022-03-27 21:28:45,65.5833,-171.0,12.34,80,95,3.24
311,Sinazongwe,ZM,2022-03-27 21:28:46,-17.2614,27.4618,75.6,82,39,2.53
312,Shemordan,RU,2022-03-27 21:28:46,56.1856,50.3972,23.41,95,64,10.92
313,Bundaberg,AU,2022-03-27 21:29:46,-24.85,152.35,72.21,96,66,6.91
314,Seoul,KR,2022-03-27 21:25:00,37.5683,126.9778,35.04,78,0,1.14
315,Nishihara,JP,2022-03-27 21:29:47,26.1842,127.7558,65.48,68,75,13.8
316,Nouakchott,MR,2022-03-27 21:27:06,18.0858,-15.9785,64.33,80,78,13.51
317,Hobyo,SO,2022-03-27 21:29:48,5.3505,48.5268,80.58,63,100,13.35
318,Tam Ky,VN,2022-03-27 21:29:48,15.5667,108.4833,72.28,92,100,5.61
319,Mangrol,IN,2022-03-27 21:26:54,21.1167,70.1167,78.01,70,4,9.82
320,Sorland,NO,2022-03-27 21:29:49,67.667,12.6934,37.99,78,100,21.36
321,Mao,ES,2022-03-27 21:29:49,39.8885,4.2658,54.16,94,20,10.36
322,Waingapu,ID,2022-03-27 21:29:50,-9.6567,120.2641,77.45,83,59,4.54
323,Vardo,NO,2022-03-27 21:29:50,70.3705,31.1107,26.1,58,100,4.65
324,Poopo,BO,2022-03-27 21:29:51,-18.3667,-66.9667,54.52,46,86,13.02
325,Umm Lajj,SA,2022-03-27 21:29:52,25.0213,37.2685,77.13,24,38,24.4
326,Selenginsk,RU,2022-03-27 21:29:52,52.0064,106.8647,25.21,96,99,4.09
327,Mwense,ZM,2022-03-27 21:29:53,-10.3845,28.698,67.84,95,98,3.44
328,Meulaboh,ID,2022-03-27 21:29:53,4.1363,96.1285,77.16,85,96,3.78
329,Rawson,AR,2022-03-27 21:29:53,-43.3002,-65.1023,71.35,21,0,14.41
330,Bowen,AU,2022-03-27 21:29:54,-20.0167,148.2333,73.2,89,10,5.66
331,Traverse City,US,2022-03-27 21:29:54,44.7631,-85.6206,23.72,55,100,14.97
332,Beloye,UA,2022-03-27 21:29:55,48.4952,39.0505,30.45,63,100,17.22
333,Luganville,VU,2022-03-27 21:29:55,-15.5333,167.1667,80.87,87,99,4.43
334,Rampur,IN,2022-03-27 21:26:32,28.8167,79.0333,70.07,17,5,2.82
335,Saint George,US,2022-03-27 21:27:59,37.1041,-113.5841,85.42,8,0,19.57
336,Arraial Do Cabo,BR,2022-03-27 21:29:56,-22.9661,-42.0278,78.76,83,40,9.22
337,Akyab,MM,2022-03-27 21:29:56,20.15,92.9,78.51,83,32,2.62
338,Alekseyevka,RU,2022-03-27 21:29:57,50.6309,38.6903,26.94,65,84,16.67
339,Atambua,ID,2022-03-27 21:29:57,-9.1061,124.8925,71.96,88,79,1.9
340,Broome,US,2022-03-27 21:29:58,42.2506,-75.833,29.62,78,100,16.11
341,Toora-Khem,RU,2022-03-27 21:29:58,52.4675,96.11,0.99,99,100,2.51
342,Lookan,PH,2022-03-27 21:29:59,5.037,120.1027,80.29,79,64,5.19
343,Ngunguru,NZ,2022-03-27 21:29:59,-35.6167,174.5,63.77,71,13,6.78
344,Siguiri,GN,2022-03-27 21:30:00,11.6667,-9.5,89.83,37,100,0.89
345,Marsh Harbour,BS,2022-03-27 21:30:00,26.5412,-77.0636,71.96,49,0,19.73
346,Hovd,MN,2022-03-27 21:28:14,48.0056,91.6419,31.51,49,3,6.44
347,Maragogi,BR,2022-03-27 21:28:07,-9.0122,-35.2225,78.46,86,100,8.34
348,Wamba,NG,2022-03-27 21:30:02,8.9333,8.6,79.47,14,36,5.01
349,Moerai,PF,2022-03-27 21:30:03,-22.4333,-151.3333,80.38,74,50,7.61
350,Anqing,CN,2022-03-27 21:30:04,30.5092,117.0506,50.68,88,66,4.07
351,Aykhal,RU,2022-03-27 21:30:05,66.0,111.5,-2.34,100,100,5.17
352,Sulangan,PH,2022-03-27 21:30:07,11.1373,123.7228,80.55,80,48,10.78
353,Schattdorf,CH,2022-03-27 21:30:08,46.8655,8.6547,50.59,60,1,8.84
354,Lorengau,PG,2022-03-27 21:27:47,-2.0226,147.2712,81.07,77,98,5.26
355,Puerto Madryn,AR,2022-03-27 21:30:09,-42.7692,-65.0385,70.18,25,0,5.01
356,Kaitangata,NZ,2022-03-27 21:29:59,-46.2817,169.8464,54.36,89,7,2.1
357,Pataias,PT,2022-03-27 21:30:10,39.6698,-8.9958,63.72,71,100,12.06
358,Laguna De Perlas,NI,2022-03-27 21:30:11,12.3429,-83.6712,84.29,71,61,11.59
359,Severodvinsk,RU,2022-03-27 21:31:13,64.5635,39.8302,14.11,90,15,5.64
360,Otradnoye,RU,2022-03-27 21:31:14,59.7775,30.8181,30.04,80,100,7.72
361,Huicungo,PE,2022-03-27 21:31:14,-7.2833,-76.8,76.84,96,97,1.16
362,Banepa,NP,2022-03-27 21:31:15,27.6298,85.5214,62.92,72,75,2.3
363,Brighton,GB,2022-03-27 21:29:15,50.8284,-0.1395,47.23,90,0,13.0
364,Gunjur,GM,2022-03-27 21:31:15,13.2019,-16.7339,68.61,78,100,16.51
365,Zolotukhino,RU,2022-03-27 21:31:16,52.0842,36.3772,24.87,66,18,14.81
366,Sterling,US,2022-03-27 21:28:56,39.0062,-77.4286,42.76,47,100,19.57
367,Malatya,TR,2022-03-27 21:29:48,38.5,38.0,30.25,60,0,5.75
368,Sangar,RU,2022-03-27 21:31:16,63.9242,127.4739,13.87,87,100,11.88
369,Wiarton,CA,2022-03-27 21:31:17,44.7407,-81.1332,20.39,57,75,19.57
370,Sisimiut,GL,2022-03-27 21:31:17,66.9395,-53.6735,22.08,67,12,11.05
371,Destin,US,2022-03-27 21:28:16,30.3935,-86.4958,79.43,63,0,12.66
372,Mahajanga,MG,2022-03-27 21:31:18,-15.7167,46.3167,78.82,94,20,2.3
373,Oussouye,SN,2022-03-27 21:31:18,12.485,-16.5469,73.58,67,100,10.6
374,Codrington,AU,2022-03-27 21:30:37,-38.2667,141.9667,63.88,79,93,7.47
375,Bilibino,RU,2022-03-27 21:31:19,68.0546,166.4372,-1.62,95,100,1.95
376,Tilichiki,RU,2022-03-27 21:31:19,60.4667,166.1,5.38,84,100,9.13
377,Naliya,IN,2022-03-27 21:31:20,23.2667,68.8333,77.45,68,3,9.35
378,Port Hardy,CA,2022-03-27 21:31:20,50.6996,-127.4199,48.38,93,100,9.22
379,Altamira,BR,2022-03-27 21:31:21,-3.2033,-52.2064,86.09,74,75,3.44
380,Oranjestad,AW,2022-03-27 21:30:15,12.524,-70.027,84.15,65,20,23.02
381,Carmen,MX,2022-03-27 21:31:22,18.6333,-91.8333,78.84,61,75,10.36
382,Mandalgovi,MN,2022-03-27 21:31:22,45.7625,106.2708,32.99,34,100,7.45
383,Villa Carlos Paz,AR,2022-03-27 21:31:23,-31.4241,-64.4978,82.06,31,2,13.0
384,Tiksi,RU,2022-03-27 21:31:23,71.6872,128.8694,-6.27,99,100,4.92
385,Adrar,MR,2022-03-27 21:31:24,20.5022,-10.0711,79.27,12,7,3.4
386,Xinzhi,CN,2022-03-27 21:31:24,36.4989,111.7047,46.11,40,4,4.54
387,Apozol,MX,2022-03-27 21:31:25,21.4833,-103.1,88.72,10,3,11.23
388,Caravelas,BR,2022-03-27 21:28:13,-17.7125,-39.2481,77.56,80,0,5.5
389,Baltoji Voke,LT,2022-03-27 21:31:25,54.6,25.2,35.29,64,40,10.36
390,Gardelegen,DE,2022-03-27 21:31:26,52.5252,11.3952,48.88,80,6,5.06
391,Sidi Ali,DZ,2022-03-27 21:31:26,36.0998,0.4206,54.03,80,53,12.17
392,Hirara,JP,2022-03-27 21:31:27,24.8,125.2833,68.74,85,100,21.21
393,Tynda,RU,2022-03-27 21:31:27,55.1667,124.7167,6.24,98,99,1.99
394,Kalmunai,LK,2022-03-27 21:31:28,7.4167,81.8167,78.48,84,21,3.89
395,Elk Point,US,2022-03-27 21:31:28,42.6833,-96.6836,38.08,19,59,5.84
396,Guerrero Negro,MX,2022-03-27 21:29:58,27.9769,-114.0611,70.36,51,100,10.92
397,Kangaatsiaq,GL,2022-03-27 21:31:29,68.3065,-53.4641,18.66,75,73,13.02
398,Banda Aceh,ID,2022-03-27 21:31:29,5.5577,95.3222,79.75,82,12,3.24
399,Petropavlovsk-Kamchatskiy,RU,2022-03-27 21:31:20,53.0452,158.6483,28.99,100,100,6.71
400,Castro,BR,2022-03-27 21:31:30,-24.7911,-50.0119,65.82,79,6,0.63
401,Santa Cruz Cabralia,BR,2022-03-27 21:31:30,-16.2781,-39.0247,82.63,74,20,8.05
402,Elliot Lake,CA,2022-03-27 21:31:31,46.3834,-82.6331,13.66,59,100,12.44
403,Broken Hill,AU,2022-03-27 21:31:31,-31.95,141.4333,62.31,67,53,0.0
404,Kamina,CD,2022-03-27 21:31:32,-8.7386,24.9906,66.54,95,96,1.23
405,Bubaque,GW,2022-03-27 21:31:32,11.2833,-15.8333,75.99,69,98,21.59
406,Loa Janan,ID,2022-03-27 21:27:49,-0.583,117.095,72.75,99,100,1.19
407,Belmonte,BR,2022-03-27 21:32:33,-15.8631,-38.8828,78.33,79,7,6.31
408,Baykit,RU,2022-03-27 21:32:33,61.67,96.37,-3.73,100,74,4.07
409,Vila,PT,2022-03-27 21:32:34,42.0304,-8.1588,50.88,69,79,3.8
410,Fontem,CM,2022-03-27 21:32:34,5.4685,9.8818,72.66,67,46,1.66
411,Longhua,CN,2022-03-27 21:32:34,23.6137,114.1919,58.86,87,100,3.38
412,Aksehir,TR,2022-03-27 21:32:35,38.3575,31.4164,36.73,62,3,1.19
413,Ishigaki,JP,2022-03-27 21:29:51,24.3448,124.1572,68.13,100,75,17.27
414,Inhambane,MZ,2022-03-27 21:31:17,-23.865,35.3833,74.14,85,4,7.09
415,Palmares Do Sul,BR,2022-03-27 21:32:36,-30.2578,-50.5097,69.04,76,0,7.27
416,Ahipara,NZ,2022-03-27 21:31:17,-35.1667,173.1667,68.61,59,0,4.45
417,Smithers,CA,2022-03-27 21:32:36,54.7804,-127.1743,41.32,70,75,2.3
418,Antalaha,MG,2022-03-27 21:32:37,-14.9003,50.2788,75.16,91,11,4.27
419,Karpathos,GR,2022-03-27 21:32:37,35.507,27.2132,55.36,76,5,9.22
420,Puquio,PE,2022-03-27 21:32:38,-14.7,-74.1333,54.63,81,82,8.97
421,Nouadhibou,MR,2022-03-27 21:32:38,20.931,-17.0347,64.38,94,100,5.75
422,Susanville,US,2022-03-27 21:32:39,40.4163,-120.653,67.08,25,100,17.38
423,Makokou,GA,2022-03-27 21:32:39,0.5738,12.8642,75.79,69,78,2.89
424,Omutninsk,RU,2022-03-27 21:32:39,58.67,52.1932,22.33,94,100,9.69
425,Pipirig,RO,2022-03-27 21:32:40,47.25,26.0667,35.6,55,10,2.64
426,Paralimni,CY,2022-03-27 21:32:40,35.0375,33.9833,52.14,76,0,3.0
427,Pisco,PE,2022-03-27 21:28:56,-13.7,-76.2167,75.25,64,0,19.57
428,Rudnogorsk,RU,2022-03-27 21:32:41,57.2639,103.7519,11.82,91,100,8.77
429,Alofi,NU,2022-03-27 21:32:41,-19.0595,-169.9187,82.29,83,100,10.36
430,Athens,GR,2022-03-27 21:32:30,37.9795,23.7162,58.17,70,0,3.44
431,Agadez,NE,2022-03-27 21:27:44,19.75,10.25,73.69,5,0,5.95
432,Severnyy,RU,2022-03-27 21:32:42,50.677,36.5532,26.64,54,75,15.66
433,Knysna,ZA,2022-03-27 21:32:43,-34.0363,23.0471,68.4,55,55,4.12
434,Hofn,IS,2022-03-27 21:30:40,64.2539,-15.2082,32.63,72,100,7.96
435,Sabang,ID,2022-03-27 21:32:43,5.8933,95.3214,82.71,71,3,4.59
436,Ozerne,UA,2022-03-27 21:32:44,50.1782,28.7338,30.31,57,78,7.94
437,Bambui,BR,2022-03-27 21:32:44,-20.0064,-45.9769,77.85,63,95,4.14
438,Goundam,ML,2022-03-27 21:32:45,16.4145,-3.6708,87.51,11,77,8.48
439,Yuncheng,CN,2022-03-27 21:32:45,35.0231,110.9928,44.04,48,1,6.76
440,Kutum,SD,2022-03-27 21:32:46,14.2,24.6667,63.46,10,0,16.35
441,Sarangani,PH,2022-03-27 21:32:46,5.4033,125.4636,81.43,74,64,12.48
442,Ardahan,TR,2022-03-27 21:32:47,41.1087,42.7022,4.82,98,53,3.42
443,Laguna,US,2022-03-27 21:32:48,38.421,-121.4238,75.06,49,0,6.91
444,Baran,IN,2022-03-27 21:32:49,25.1,76.5167,80.19,14,3,3.96
445,Pathein,MM,2022-03-27 21:32:49,16.7833,94.7333,79.11,81,11,10.67
446,Saint-Pierre,RE,2022-03-27 21:28:44,-21.3393,55.4781,76.91,82,0,3.44
447,Bairiki,KI,2022-03-27 21:32:50,1.3292,172.9752,84.2,70,40,6.91
448,Ban Nahin,LA,2022-03-27 21:32:50,18.2418,104.2122,70.09,95,24,3.8
449,Chicama,PE,2022-03-27 21:32:51,-7.8447,-79.1469,68.54,60,99,8.39
450,Villa Del Rosario,CO,2022-03-27 21:31:45,7.8339,-72.4742,80.98,61,75,4.61
451,Saint Anthony,US,2022-03-27 21:32:51,45.0205,-93.218,32.86,29,0,11.5
452,Ust-Tarka,RU,2022-03-27 21:33:52,55.5672,75.705,-0.22,100,81,3.69
453,Candolim,IN,2022-03-27 21:33:52,15.5181,73.7626,78.21,80,10,9.82
454,Lebu,CL,2022-03-27 21:33:53,-37.6167,-73.65,57.81,74,0,11.54
455,Santa Maria,BR,2022-03-27 21:29:45,-29.6842,-53.8069,78.1,53,0,3.44
456,Mapiripan,CO,2022-03-27 21:33:53,2.8892,-72.1256,74.35,95,98,6.89
457,Asfi,MA,2022-03-27 21:33:54,32.2994,-9.2372,68.74,48,97,16.42
458,Faanui,PF,2022-03-27 21:31:13,-16.4833,-151.75,82.06,73,19,14.52
459,Beloha,MG,2022-03-27 21:33:54,-25.1667,45.05,72.68,90,100,10.22
460,Saskylakh,RU,2022-03-27 21:29:09,71.9167,114.0833,-6.38,100,100,3.76
461,Klyuchi,RU,2022-03-27 21:33:55,52.2667,79.1667,26.89,97,97,3.06
462,Daru,PG,2022-03-27 21:33:55,-9.0763,143.2092,77.38,91,100,4.81
463,Mwaro,BI,2022-03-27 21:33:56,-3.5,29.6667,57.54,91,95,0.72
464,Ostrovnoy,RU,2022-03-27 21:33:58,68.0531,39.5131,18.46,80,100,3.38
465,Filadelfia,US,2022-03-27 21:30:03,39.9523,-75.1638,40.95,39,75,19.57
466,Smolenka,RU,2022-03-27 21:33:59,52.1352,113.4974,14.07,73,74,0.0
467,Damghan,IR,2022-03-27 21:33:59,36.1683,54.348,47.64,38,0,4.45
468,Mumford,GH,2022-03-27 21:34:00,5.2618,-0.759,81.5,86,75,8.34
469,Havre,FR,2022-03-27 21:34:00,49.5833,0.3333,50.4,93,0,8.05
470,Salinas,US,2022-03-27 21:29:39,36.6777,-121.6555,68.0,62,0,6.91
471,Ayan,RU,2022-03-27 21:32:32,56.45,138.1667,7.86,88,28,5.06
472,Santa Marta,CO,2022-03-27 21:31:22,11.2408,-74.199,89.65,67,40,18.41
473,Biak,ID,2022-03-27 21:34:01,-0.9131,122.8766,76.06,82,100,2.08
474,Khed Brahma,IN,2022-03-27 21:34:02,24.0333,73.05,77.97,17,6,2.8
475,Vaasa,FI,2022-03-27 21:34:02,63.096,21.6158,35.62,100,100,5.75
476,Sao Filipe,CV,2022-03-27 21:34:03,14.8961,-24.4956,71.02,69,100,9.24
477,Divinopolis,BR,2022-03-27 21:34:03,-20.1389,-44.8839,76.41,66,75,2.06
478,Oksfjord,NO,2022-03-27 21:34:04,70.2396,22.3479,10.47,92,77,10.25
479,Hosbach,DE,2022-03-27 21:34:04,50.0,9.2,57.85,60,27,2.24
480,Grindavik,IS,2022-03-27 21:29:25,63.8424,-22.4338,39.67,87,100,12.66
481,Matay,EG,2022-03-27 21:34:05,28.419,30.7792,58.39,39,0,16.6
482,Richards Bay,ZA,2022-03-27 21:34:05,-28.783,32.0377,73.02,81,94,3.4
483,Savonlinna,FI,2022-03-27 21:34:06,61.8699,28.88,23.05,80,100,9.22
484,Dryden,CA,2022-03-27 21:31:57,49.7833,-92.7503,16.09,24,0,13.8
485,Mayo,US,2022-03-27 21:34:06,38.8876,-76.5119,42.98,46,75,21.99
486,Watertown,US,2022-03-27 21:33:38,42.3709,-71.1828,47.41,44,100,21.85
487,Yantal,RU,2022-03-27 21:34:07,56.8471,105.2542,12.67,94,100,9.66
488,Nikolayevka,RU,2022-03-27 21:34:08,53.1257,47.2041,24.94,90,97,12.39
489,Alice Springs,AU,2022-03-27 21:34:08,-23.7,133.8833,69.22,32,2,5.75
490,Uruacu,BR,2022-03-27 21:34:09,-14.5247,-49.1408,72.57,90,17,2.82
491,Vila Franca Do Campo,PT,2022-03-27 21:34:09,37.7167,-25.4333,61.21,85,25,9.64
492,Madimba,TZ,2022-03-27 21:34:09,-10.4,40.3333,77.74,85,98,4.65
493,Sibolga,ID,2022-03-27 21:34:10,1.7427,98.7792,72.72,67,5,4.18
494,Keelung,TW,2022-03-27 21:34:11,25.1283,121.7419,64.06,74,100,12.41
495,Cayenne,GF,2022-03-27 21:30:08,4.9333,-52.3333,80.64,1,75,16.11
496,Mehamn,NO,2022-03-27 21:34:01,71.0357,27.8492,19.31,86,40,6.91
497,Lata,PT,2022-03-27 21:34:11,40.1629,-8.3327,59.07,62,100,8.95
498,Alugan,PH,2022-03-27 21:34:12,12.2188,125.4808,79.3,84,100,10.13
499,Santa Cruz,BO,2022-03-27 21:34:13,-17.8,-63.1667,82.45,51,20,9.22
500,Hrubieszow,PL,2022-03-27 21:35:13,50.805,23.8925,34.99,56,71,6.4
501,Belaya Gora,RU,2022-03-27 21:35:14,68.5333,146.4167,-5.96,96,75,6.08
502,Labuhan,ID,2022-03-27 21:35:14,-6.8844,112.2051,78.8,83,95,5.93
503,Sayat,TM,2022-03-27 21:31:52,38.7839,63.8803,46.27,47,0,8.41
504,Fukue,JP,2022-03-27 21:32:20,32.6881,128.8419,54.46,62,100,6.73
505,Dawei,MM,2022-03-27 21:35:15,14.0833,98.2,75.88,93,55,3.06
506,Udachnyy,RU,2022-03-27 21:35:15,66.4167,112.4,-4.76,100,100,4.12
507,Flinders,AU,2022-03-27 21:35:16,-34.5833,150.8552,67.37,95,95,5.99
508,Menongue,AO,2022-03-27 21:35:16,-14.6585,17.691,65.48,91,95,2.82
509,Arroyos Y Esteros,PY,2022-03-27 21:35:17,-25.0667,-57.1,73.71,65,0,4.88
510,Lembeni,TZ,2022-03-27 21:35:17,-3.7833,37.6167,70.2,80,46,2.62
511,Yuli,NG,2022-03-27 21:34:40,9.6989,10.2744,80.96,14,9,9.08
512,Miri,MY,2022-03-27 21:35:18,4.4148,114.0089,71.74,94,40,2.3
513,Aitape,PG,2022-03-27 21:35:18,-3.1374,142.3475,79.59,83,93,4.18
514,Pantai Remis,MY,2022-03-27 21:35:19,4.4557,100.6288,78.24,87,23,4.56
515,Vikhorevka,RU,2022-03-27 21:35:19,56.1201,101.1636,6.39,100,92,4.16
516,Cachoeiras De Macacu,BR,2022-03-27 21:35:20,-22.4625,-42.6531,75.0,98,37,0.87
517,Gladstone,AU,2022-03-27 21:35:20,-23.85,151.25,75.78,88,14,4.61
518,Berlevag,NO,2022-03-27 21:35:21,70.8578,29.0864,19.35,93,75,9.22
519,Verkhnyaya Inta,RU,2022-03-27 21:35:21,65.9811,60.3094,21.92,78,100,12.48
520,Benjamin Constant,BR,2022-03-27 21:35:22,-4.3831,-70.0311,77.05,83,75,3.44
521,Gizo,SB,2022-03-27 21:31:10,-8.103,156.8419,82.53,77,79,5.91
522,Provost,CA,2022-03-27 21:30:46,52.3501,-110.2683,52.25,69,87,9.37
523,Miles City,US,2022-03-27 21:33:02,46.4083,-105.8406,61.77,27,0,11.5
524,Darhan,MN,2022-03-27 21:35:22,49.4867,105.9228,25.88,74,100,14.12
525,Jojoima,SL,2022-03-27 21:35:23,7.8792,-10.7878,76.86,85,87,1.9
526,Taoudenni,ML,2022-03-27 21:33:16,22.6783,-3.9836,88.43,22,27,4.94
527,Sheopur,IN,2022-03-27 21:35:24,25.6667,76.7,79.36,12,2,1.21
528,Escobal,PA,2022-03-27 21:35:26,9.1472,-79.9619,83.95,66,99,9.37
529,Jurm,AF,2022-03-27 21:35:27,36.8648,70.8342,49.89,67,30,2.48
530,Katangli,RU,2022-03-27 21:35:27,51.7102,143.2326,15.89,83,100,24.63
531,Burgeo,CA,2022-03-27 21:30:46,47.6167,-57.6152,35.78,99,100,7.0
532,Vostok,RU,2022-03-27 21:35:28,46.4856,135.8833,22.06,95,100,3.65
533,West Bay,KY,2022-03-27 21:35:28,19.3667,-81.4167,81.07,70,20,12.66
534,Gazojak,TM,2022-03-27 21:35:29,41.1875,61.4036,46.63,47,8,3.31
535,Inirida,CO,2022-03-27 21:35:29,3.8653,-67.9239,75.78,94,100,1.81
536,Abnub,EG,2022-03-27 21:35:30,27.2696,31.1511,57.42,26,0,9.1
537,Palanpur,IN,2022-03-27 21:35:30,24.1667,72.4333,75.09,35,5,3.33
538,Caucaia,BR,2022-03-27 21:35:31,-3.7361,-38.6531,82.35,76,40,9.22
539,Dong Hoi,VN,2022-03-27 21:35:31,17.4833,106.6,70.45,91,100,17.65
540,Kieta,PG,2022-03-27 21:35:31,-6.2167,155.6333,81.97,79,99,4.12
541,Sovetskaya,RU,2022-03-27 21:35:32,44.7769,41.1722,32.09,81,100,20.49
542,Camopi,GF,2022-03-27 21:32:02,3.1655,-52.3158,73.71,97,100,3.53
543,Huarmey,PE,2022-03-27 21:35:33,-10.0681,-78.1522,74.57,73,95,10.98
544,Del Rio,US,2022-03-27 21:31:09,29.3627,-100.8968,93.31,11,0,18.41
545,Pampa,US,2022-03-27 21:31:39,35.5362,-100.9599,72.55,26,0,11.5
546,Quelimane,MZ,2022-03-27 21:35:26,-17.8786,36.8883,80.55,83,40,4.61
547,Qunduz,AF,2022-03-27 21:36:34,36.729,68.857,55.18,61,7,1.79
548,Tarakan,ID,2022-03-27 21:35:09,3.3,117.6333,74.7,88,20,2.3
549,Paamiut,GL,2022-03-27 21:36:34,61.994,-49.6678,25.93,80,96,0.58
550,Kemijarvi,FI,2022-03-27 21:36:35,66.7131,27.4306,18.1,83,100,4.52
551,Axim,GH,2022-03-27 21:34:55,4.8699,-2.2405,80.76,86,77,6.15
552,Havoysund,NO,2022-03-27 21:32:03,70.9963,24.6622,21.43,69,28,6.06
553,General Roca,AR,2022-03-27 21:36:36,-39.0333,-67.5833,78.62,19,0,12.15
554,Russell,US,2022-03-27 21:36:37,32.3502,-85.1999,71.2,29,14,9.46
555,Zarechnyy,RU,2022-03-27 21:36:37,53.2036,45.1923,24.28,91,100,12.68
556,Bara,NG,2022-03-27 21:36:37,10.3744,10.7288,79.93,12,10,13.85
557,Dzaoudzi,YT,2022-03-27 21:36:38,-12.7887,45.2699,76.89,88,0,0.0
558,Cabedelo,BR,2022-03-27 21:33:28,-6.9811,-34.8339,79.47,84,86,10.29
559,Kaeo,NZ,2022-03-27 21:36:39,-35.1,173.7833,68.32,78,2,3.56
560,Lexington,US,2022-03-27 21:32:49,37.9887,-84.4777,45.41,32,0,10.36
561,Puro,PH,2022-03-27 21:36:39,12.4841,123.3827,79.16,84,100,8.16
